test_id,environment,timestamp,file_size_bytes,line_count,upload_time_ms,end_to_end_time_ms,processing_time_ms,status,error_message,cold_start
1y11sogw,local,2025-12-01T09:10:42.518876,15504,100,5.175113677978516,8386.93380355835,5.0,success,,True
bn50pst5,local,2025-12-01T09:10:51.911340,15513,100,10.005950927734375,796.0569858551025,3.0,success,,True
90m87nnj,local,2025-12-01T09:10:53.711270,15569,100,14.798879623413086,802.9110431671143,4.0,success,,False
8oi2joxa,local,2025-12-01T09:10:53.713735,15513,100,23.6968994140625,1905.3349494934082,5.0,success,,False
17lpuu42,local,2025-12-01T09:10:53.714529,15503,100,19.312143325805664,3150.4242420196533,2.0,success,,False
ulzc2lyi,local,2025-12-01T09:10:53.716030,15509,100,17.9898738861084,3173.167943954468,1.0,success,,False
zn9ndkvn,local,2025-12-01T09:10:53.714789,15551,100,33.38432312011719,3209.170341491699,1.0,success,,False
fks4qqhm,local,2025-12-01T09:10:53.717310,15506,100,19.817829132080078,3213.7229442596436,1.0,success,,False
ddq1eyeg,local,2025-12-01T09:10:53.717069,15538,100,19.369840621948242,3216.0346508026123,1.0,success,,False
3ohzpq1w,local,2025-12-01T09:10:53.719304,15546,100,35.369157791137695,3216.974973678589,1.0,success,,False
q1tqg8k1,local,2025-12-01T09:10:53.717186,15519,100,31.979084014892578,3217.0491218566895,1.0,success,,False
kf76v7ap,local,2025-12-01T09:10:53.715881,15516,100,34.84392166137695,3217.272996902466,1.0,success,,False
nqv6kem7,local,2025-12-01T09:10:56.943225,77542,500,28.155088424682617,1089.1623497009277,2.0,success,,False
l7v1sbdz,local,2025-12-01T09:10:56.951866,77584,500,31.834840774536133,1083.481788635254,2.0,success,,False
hp3gjexu,local,2025-12-01T09:10:56.951903,77558,500,14.366865158081055,1086.5530967712402,4.0,success,,False
o7scqu77,local,2025-12-01T09:10:56.946047,77751,500,20.536184310913086,1097.0401763916016,2.0,success,,False
p5d79uq0,local,2025-12-01T09:10:56.948290,77612,500,26.668787002563477,1104.3989658355713,2.0,success,,False
3zx83a0m,local,2025-12-01T09:10:56.950267,77659,500,30.00330924987793,1105.2379608154297,2.0,success,,False
zsjj2cjm,local,2025-12-01T09:10:56.950239,77584,500,39.346933364868164,1101.0468006134033,2.0,success,,False
lw952mnm,local,2025-12-01T09:10:56.946680,77599,500,21.245956420898438,1107.9728603363037,2.0,success,,False
laz5idk5,local,2025-12-01T09:10:56.948586,77536,500,51.41592025756836,1107.6068878173828,1.0,success,,False
vmnyxaf5,local,2025-12-01T09:10:56.950289,77638,500,26.4279842376709,1098.8171100616455,2.0,success,,False
sm861qja,local,2025-12-01T09:10:58.067041,155214,1000,37.956953048706055,1085.439920425415,4.0,success,,False
3pw1g17m,local,2025-12-01T09:10:58.077170,155200,1000,40.5879020690918,1116.2209510803223,3.0,success,,False
zdxflnf9,local,2025-12-01T09:10:58.076900,155329,1000,42.50502586364746,1118.8838481903076,2.0,success,,False
nbo2ki5e,local,2025-12-01T09:10:58.080176,155228,1000,28.14197540283203,1105.288028717041,2.0,success,,False
t4x6gjpz,local,2025-12-01T09:10:58.073805,155301,1000,48.291921615600586,1122.0810413360596,2.0,success,,False
lc9conav,local,2025-12-01T09:10:58.083314,155251,1000,40.757179260253906,1105.9730052947998,2.0,success,,False
aqa87hm8,local,2025-12-01T09:10:58.073128,155235,1000,43.88618469238281,1125.1940727233887,2.0,success,,False
fgvm651x,local,2025-12-01T09:10:58.080198,155276,1000,43.05291175842285,1108.1438064575195,2.0,success,,False
cf4ejfmw,local,2025-12-01T09:10:58.083248,155077,1000,27.503252029418945,1110.6669902801514,2.0,success,,False
8io60tg3,local,2025-12-01T09:10:58.080094,155261,1000,44.31509971618652,1125.472068786621,3.0,success,,False
