test_id,environment,timestamp,file_size_bytes,line_count,upload_time_ms,end_to_end_time_ms,processing_time_ms,status,error_message,cold_start
ched4guj,local,2025-12-01T08:54:21.468707,15524,100,5.64122200012207,10090.33489227295,4.0,success,,True
pu2447wu,local,2025-12-01T08:54:33.597429,15556,100,4.123926162719727,2025.9461402893066,2.0,success,,True
q3zj7bed,local,2025-12-01T08:54:37.654292,15518,100,3.0999183654785156,4034.349203109741,2.0,success,,False
43unfuo7,local,2025-12-01T08:54:42.706136,15518,100,2.4979114532470703,2022.362232208252,2.0,success,,False
j5mdnr2u,local,2025-12-01T08:54:45.749850,15550,100,4.534721374511719,2028.2549858093262,2.0,success,,False
vsw4okb4,local,2025-12-01T08:54:48.803508,15551,100,3.8928985595703125,2026.6380310058594,2.0,success,,False
laqv08oh,local,2025-12-01T08:54:51.852750,15516,100,4.667043685913086,2023.5340595245361,2.0,success,,False
d1kyx0af,local,2025-12-01T08:54:54.902408,15493,100,5.237102508544922,2022.5698947906494,2.0,success,,False
8tqf3xfx,local,2025-12-01T08:54:57.953847,15521,100,4.94074821472168,2025.763750076294,2.0,success,,False
5ucdqwy5,local,2025-12-01T08:55:01.002305,15532,100,3.2110214233398438,2024.0378379821777,2.0,success,,False
e30elwzj,local,2025-12-01T08:55:04.053437,15542,100,4.664182662963867,2026.5040397644043,2.0,success,,False
9hiwkado,local,2025-12-01T08:55:07.106061,15541,100,3.2777786254882812,2024.3289470672607,2.0,success,,False
9d0mh1dl,local,2025-12-01T08:55:10.148133,77623,500,4.517078399658203,2017.735242843628,2.0,success,,False
xv7obhp2,local,2025-12-01T08:55:13.191120,77672,500,4.764318466186523,2023.9968299865723,3.0,success,,False
v721luh4,local,2025-12-01T08:55:16.240800,77543,500,4.037141799926758,2025.7971286773682,2.0,success,,False
vm1kzlye,local,2025-12-01T08:55:19.294785,77602,500,4.32896614074707,2021.5480327606201,2.0,success,,False
g6zhmmle,local,2025-12-01T08:55:22.344447,77531,500,4.379034042358398,2022.3219394683838,3.0,success,,False
ikecg5d7,local,2025-12-01T08:55:25.393620,77647,500,4.635810852050781,4035.871982574463,3.0,success,,False
lr5rnewv,local,2025-12-01T08:55:30.453869,77664,500,4.837274551391602,2024.0609645843506,4.0,success,,False
03rh0s0q,local,2025-12-01T08:55:33.501791,77606,500,4.81724739074707,2025.5439281463623,3.0,success,,False
aik7uvpv,local,2025-12-01T08:55:36.551058,77480,500,3.8399696350097656,2024.420976638794,2.0,success,,False
gh38znnv,local,2025-12-01T08:55:39.602262,77604,500,4.647254943847656,2019.9999809265137,2.0,success,,False
faxnvhpl,local,2025-12-01T08:55:42.642962,155228,1000,4.784107208251953,2020.3309059143066,4.0,success,,False
2tbdy7ki,local,2025-12-01T08:55:45.694643,155199,1000,5.3920745849609375,2021.7132568359375,4.0,success,,False
xdqf6wnb,local,2025-12-01T08:55:48.746910,155382,1000,5.736827850341797,2021.9519138336182,4.0,success,,False
pj8ba59m,local,2025-12-01T08:55:51.795207,155170,1000,6.806135177612305,2026.845932006836,4.0,success,,False
dixwu3k2,local,2025-12-01T08:55:54.851812,155323,1000,5.668163299560547,2023.1258869171143,4.0,success,,False
m5fve184,local,2025-12-01T08:55:57.897277,155155,1000,7.095098495483398,2028.9599895477295,4.0,success,,False
aau1n8ri,local,2025-12-01T08:56:00.950168,155131,1000,5.684137344360352,2020.538330078125,4.0,success,,False
psdw7a24,local,2025-12-01T08:56:03.996632,155185,1000,5.372285842895508,2027.623176574707,4.0,success,,False
v05qkgks,local,2025-12-01T08:56:07.054014,155359,1000,5.182027816772461,2021.8820571899414,4.0,success,,False
ps6cf2p1,local,2025-12-01T08:56:10.103012,155234,1000,5.680084228515625,2022.334098815918,4.0,success,,False
